Title,URL,Rating,Reviews,Duration,Instructor,MainType,Subtype
Catia V5 Beginner to Advanced - Automotive and Industrial,https://www.udemy.com/course/catia-v5-from-beginner-to-advanced/,4.6,"-4,677",26 total hours,Alexander Consulting,design,other-design
Learn to Create Pixel Art for your Games,https://www.udemy.com/course/learn-to-create-pixel-art-for-your-game/,4.5,"-4,497",5.5 total hours,Benjamin Anderson,design,other-design
Rocking System Design,https://www.udemy.com/course/rocking-system-design/,4.6,"-2,315",9.5 total hours,Rajdeep Saha | Principal Solutions Architect @AWS,design,other-design
The Art of the Portrait - Drawing For Beginners,https://www.udemy.com/course/master-portrait-drawing/,4.4,"-2,265",14 total hours,Chris Petrocchi,design,other-design
The Complete Microservices & Event-Driven Architecture,https://www.udemy.com/course/the-complete-microservices-event-driven-architecture/,4.8,"-2,130",5.5 total hours,"Michael Pogrebinsky | Software Architecture, System Design, Java Expert, Top Developer Academy LLC",design,other-design
Mastering ANSYS CFD,https://www.udemy.com/course/mastering-ansys-cfd/,4.2,"-2,062",35 total hours,Sijal Ahmed,design,other-design
The Comprehensive ETABS Professional Course (RCC and Steel),https://www.udemy.com/course/etabscourse/,4.3,"-1,670",20.5 total hours,MileHigh Structures Academy & Consulting,design,other-design
The Colored Pencil Drawing Course - Beginner to Advanced,https://www.udemy.com/course/the-colored-pencil-drawing-course-beginner-to-advanced/,4.4,"-1,582",3 total hours,Quinton Batchelor,design,other-design
Basics of Sheet metal design for Mechanical design engineers,https://www.udemy.com/course/mechanical-design-basics-of-sheet-metal-design/,4.3,"-1,374",7 total hours,Mufaddal Rasheed,design,other-design
Software Architecture & System Design Practical Case Studies,https://www.udemy.com/course/software-architecture-system-design-practical-case-studies/,4.8,"-1,335",4 total hours,"Michael Pogrebinsky | Software Architecture, System Design, Java Expert, Top Developer Academy LLC",design,other-design
PG Diploma in Piping Design Engineering,https://www.udemy.com/course/piping-design-engineering/,4.1,"-1,246",8 total hours,Harpreet Singh,design,other-design
How to Work with Interior Design Styles Like a Pro,https://www.udemy.com/course/learn-how-to-work-with-interior-design-styles-like-a-pro/,4.5,"-10,934",6 total hours,Erikka Fogleman,design,interior-design
How to Design a Room in 10 Easy Steps,https://www.udemy.com/course/how-to-design-a-room-in-10-easy-steps/,4.4,"-8,340",2 total hours,Erikka Fogleman,design,interior-design
How to Use Color Like a Pro,https://www.udemy.com/course/learn-how-to-use-color-like-a-pro/,4.6,"-5,914",2 total hours,Erikka Fogleman,design,interior-design
The Complete Sketchup & Vray Course for Interior Design,https://www.udemy.com/course/thecompletesketchupandvraycourse/,4.6,"-5,117",20.5 total hours,"Arch Gyan, Sketchup Guru",design,interior-design
Design is in the Details: How to Accessorize Like a Pro,https://www.udemy.com/course/design-is-in-the-details/,4.7,"-2,723",3 total hours,Erikka Fogleman,design,interior-design
Learn SketchUp Pro the Right Way!,https://www.udemy.com/course/learn-sketchup-the-right-way/,4.7,"-2,347",7.5 total hours,Daniel Brown,design,interior-design
How to Use Lighting Design to Transform your Home,https://www.udemy.com/course/lighting-design-to-transform-your-home/,4.6,"-2,016",2 total hours,Erikka Fogleman,design,interior-design
Intro to Interior Design Course,https://www.udemy.com/course/intro-to-interior-design/,3.8,"-1,588",9.5 total hours,Mohammad Ala Tahhan,design,interior-design
Houseplants 101: A Beginners Guide to Indoor Gardening,https://www.udemy.com/course/houseplants-101/,4.1,"-1,219",1 total hour,Tyler Welsh,design,interior-design
How to Design Your Dream Kitchen,https://www.udemy.com/course/how-to-design-your-dream-kitchen/,4.7,"-1,028",5.5 total hours,Erikka Fogleman,design,interior-design
Use Minimalist Interior Design to Live your Best Life,https://www.udemy.com/course/how-to-use-minimalist-interior-design-to-live-your-best-life/,4.6,-868,2 total hours,Erikka Fogleman,design,interior-design
"Use Eco-friendly, Sustainable Design to Improve your Life",https://www.udemy.com/course/use-eco-friendly-sustainable-design-to-green-your-home/,4.5,-791,3.5 total hours,Erikka Fogleman,design,interior-design
Feng Shui The Easiest Way,https://www.udemy.com/course/feng-shui-the-easiest-way/,4.3,-756,3 total hours,Glenda Feilen,design,interior-design
Design your Room Using Sketchup,https://www.udemy.com/course/robesoninteriordesign/,4.1,-723,1.5 total hours,Rebecca Robeson,design,interior-design
Everything Small Home Design,https://www.udemy.com/course/everything-small-home-design/,4.5,-682,3 total hours,Erikka Fogleman,design,interior-design
"Electrical Power Distribution with AutoCAD,EXCEL,DIALux,ETAP",https://www.udemy.com/course/electrical-lv-distribution-with-excel-autocad-dialuxetap/,4.6,-624,16 total hours,United Engineering,design,interior-design
The Complete Digital Marketing Course - 12 Courses in 1,https://www.udemy.com/course/learn-digital-marketing-course/,4.5,"-1,77,048",22.5 total hours,"Rob Percival, Daragh Walsh, Codestars • over 2 million students worldwide!",marketing,digital-marketing
The Complete Digital Marketing Guide - 27 Courses in 1,https://www.udemy.com/course/digital-marketing-guide/,4.6,"-41,827",86.5 total hours,Robin & Jesper,marketing,digital-marketing
Digital Marketing Masterclass: AI & Social Media Marketing,https://www.udemy.com/course/digital-marketing-masterclass/,4.5,"-24,803",69 total hours,"Phil Ebiner, Diego Davila • 1.000.000+ Students, Video School, Backyard Courses",marketing,digital-marketing
Mega Digital Marketing Course A-Z: 32 Courses in 1 + Updates,https://www.udemy.com/course/digital-marketing-strategy-course-wordpress-seo-instagram-facebook/,4.6,"-20,347",81 total hours,Pouya Eti • Digital Marketing Expert,marketing,digital-marketing
"ChatGPT for Marketing, Content, Social Media, and PR",https://www.udemy.com/course/chatgpt-marketing-content-socialmedia-pr-emails/,4.5,"-12,652",1 total hour,Alexander Peter Cwalinski,marketing,digital-marketing
Ultimate Google Analytics 4 course + 50 practical examples,https://www.udemy.com/course/ultimate-google-analytics-course-50-practical-tips/,4.5,"-11,420",5.5 total hours,Pavel Brecik,marketing,digital-marketing
Social Media Marketing Agency : Digital Marketing + Business,https://www.udemy.com/course/social-media-marketing-agency-digital-business-facebook-ads-instagram/,4.5,"-6,956",55 total hours,Pouya Eti • Digital Marketing Expert,marketing,digital-marketing
Digital Advertising and Marketing 101: The Complete Guide,https://www.udemy.com/course/digital-advertising-marketing-101/,4.5,"-5,942",1.5 total hours,Ben Silverstein,marketing,digital-marketing
Digital Marketing Agency | Start a Social Media Business,https://www.udemy.com/course/digital-marketing-agency-social-media-marketing-business/,4.6,"-5,275",94.5 total hours,Robin & Jesper,marketing,digital-marketing
Digital Marketing Certification: Master Digital Marketing,https://www.udemy.com/course/digital-marketing-seo-google-ads-google-analytics-monitoring/,4.4,"-4,954",3 total hours,Alexandros Fatsis - Digital Marketing Professional,marketing,digital-marketing
Alan Sharpe's 30-hr Copywriting Masterclass + ChatGPT tips,https://www.udemy.com/course/alan-sharpe-copywriting-masterclass/,4.5,"-4,310",33 total hours,Alan Sharpe,marketing,digital-marketing
VIP Digital Marketing Master Course : 31 Courses in 1,https://www.udemy.com/course/digital-marketing-course-social-media-best-instagram-facebook-seo/,4.5,"-4,052",65 total hours,Pouya Eti • Digital Marketing Expert,marketing,digital-marketing
Digital Marketing Strategist. Unlock your career growth,https://www.udemy.com/course/digital-marketing-strategy-from-scratch-course/,4.4,"-3,596",35.5 total hours,"Anton Voroniuk, Anton Voroniuk Support, Vlad Bogutskiy, Oleksii Serhiienko, Artem Kolomiiets, Yuliiya Hubanova, Hanna Ivanova, Burach Ivan, Yulia",marketing,digital-marketing
Digital Marketing Fundamentals - Beginner to Pro in 3 Hours!,https://www.udemy.com/course/digital-marketing-fundamentals-course/,4.4,"-3,434",3 total hours,Daragh Walsh,marketing,digital-marketing
The Podcast Masterclass: The Complete Guide to Podcasting,https://www.udemy.com/course/podcasting-masterclass/,4.4,"-3,423",5.5 total hours,"Phil Ebiner, Ravinder Deol, Video School",marketing,digital-marketing
"The ChatGPT, SEO, Social Media, & Digital Marketing Course",https://www.udemy.com/course/digital-marketing-courses/,4.4,"-2,975",92 total hours,"Ing. Tomas Moravek, Learn Digital Advertising, Thomas Talavera Karslake",marketing,digital-marketing
Instagram Marketing: Complete Guide To Instagram Growth,https://www.udemy.com/course/instagram-marketing-for-small-businesses/,4.4,"-37,073",7.5 total hours,"Benjamin Wilson, Entrepreneur Academy",marketing,social-media-marketing
Facebook Ads & Facebook Marketing MASTERY 2025 | Coursenvy,https://www.udemy.com/course/facebook-ads-facebook-marketing-mastery-guide/,4.4,"-34,294",12.5 total hours,COURSE ENVY,marketing,social-media-marketing
Social Media Marketing MASTERY 2025 | Ads on 10+ Platforms,https://www.udemy.com/course/social-media-marketing-ads/,4.5,"-22,503",11 total hours,COURSE ENVY,marketing,social-media-marketing
"Instagram Marketing 2025: Hashtags, Live, Stories, Ads &more",https://www.udemy.com/course/instagram-masterclass-grow-your-account-complete-guide/,4.3,"-10,074",23 total hours,Evan Kimbrell,marketing,social-media-marketing
The Social Media Marketing & Management Masterclass 2025,https://www.udemy.com/course/social-marketing-media-masterclass/,4.5,"-7,372",36 total hours,Robin & Jesper,marketing,social-media-marketing
Social Media Management - The Complete 2019 Manager Bootcamp,https://www.udemy.com/course/social-media-management-complete-manager-bootcamp/,4.3,"-6,177",8 total hours,Lottie Mosley,marketing,social-media-marketing
Social Media Marketing - Content Marketing Masterclass,https://www.udemy.com/course/social-media-marketing-masterclass/,4.5,"-5,938",18.5 total hours,"Mark Timberlake, Philomena Timberlake",marketing,social-media-marketing
Social Media Content Creation: Canva Beginner to Advanced,https://www.udemy.com/course/design-school-create-social-media-graphics/,4.7,"-4,994",8 total hours,Maggie Stara,marketing,social-media-marketing
Facebook Ads & Instagram Ads Course + Meta 410-101 + ChatGPT,https://www.udemy.com/course/facebook-instagram-messenger-ads-course/,4.1,"-4,634",24.5 total hours,"Ing. Tomas Moravek, Learn Digital Advertising",marketing,social-media-marketing
Powerful Social Media Marketing: From Beginner to Advanced,https://www.udemy.com/course/become-a-kick-ass-social-media-manager/,4.7,"-4,385",12.5 total hours,Maggie Stara,marketing,social-media-marketing
10 Facebook Ads Strategies That Make Me 6-Figures,https://www.udemy.com/course/facebookadsstrategies/,4.6,"-4,329",2 total hours,Nik Swami,marketing,social-media-marketing
Instagram Marketing | Grow Organic Followers Naturally!,https://www.udemy.com/course/2020-millennial-insta-marketing-grow-10k-organic-followers/,4,"-3,900",1.5 total hours,Skyler Chase,marketing,social-media-marketing
The Complete Facebook Ads Course - Beginner to Advanced,https://www.udemy.com/course/facebook-ads-course-beginner-to-advanced/,4.4,"-3,571",6 total hours,"Daragh Walsh, Codestars • over 2 million students worldwide!",marketing,social-media-marketing
Social Media Management,https://www.udemy.com/course/social-media-for-business/,4,"-3,391",9 total hours,Eric Schwartzman,marketing,social-media-marketing
Social Media Marketing Strategy 2025: Launch Your SMM!,https://www.udemy.com/course/social-media-marketing-strategy-course/,4.3,"-3,377",13.5 total hours,"Anton Voroniuk, Anton Voroniuk Support, Vlad Bogutskiy",marketing,social-media-marketing
TikTok Marketing 2025: Grow Your Account & Master TikTok Ads,https://www.udemy.com/course/tiktok-marketing-grow-your-account-master-tiktok-ads/,4.4,"-3,349",11.5 total hours,"Darius Mora (The App Guy), Evan Kimbrell",marketing,social-media-marketing
SEO 2025: Complete SEO Training - AI SEO Masterclass,https://www.udemy.com/course/seo-get-to-number1-in-google-search/,4.5,"-17,089",22.5 total hours,Arun Nagarathanam,marketing,search-engine-optimization
The Ultimate SEO Training 2025 + SEO For Wordpress Websites,https://www.udemy.com/course/ultimate-seo-training-course/,4.7,"-12,515",14 total hours,"Joshua George, ClickSlice Ltd",marketing,search-engine-optimization
SEO Training Masterclass 2025: Beginner To Advanced SEO,https://www.udemy.com/course/seo-with-google-other-large-platforms-to-get-great-scale/,4.6,"-8,920",19 total hours,Alex Genadinik,marketing,search-engine-optimization
Complete SEO Training With Top SEO Expert Peter Kent!,https://www.udemy.com/course/search-engine-optimization-for-beginners-seo-that-works/,4.5,"-5,482",8 total hours,Peter Kent,marketing,search-engine-optimization
SEO Training: Get Free Traffic to Your Website With SEO,https://www.udemy.com/course/seo-roadmap/,4.5,"-4,305",2.5 total hours,Daragh Walsh,marketing,search-engine-optimization
Complete SEO Guide to Ranking Local Business Websites,https://www.udemy.com/course/rank-local-business-websites/,4.2,"-4,183",6.5 total hours,"Christine Maisel, Portable Entrepreneur",marketing,search-engine-optimization
SEO Training,https://www.udemy.com/course/search-engine-optimization-for-business/,3.9,"-3,333",9.5 total hours,Eric Schwartzman,marketing,search-engine-optimization
SEO Training: Complete SEO Course & ChatGPT SEO Copywriting,https://www.udemy.com/course/online-seo-training/,4.6,"-2,962",46.5 total hours,"Ing. Tomas Moravek, Learn Digital Advertising",marketing,search-engine-optimization
The Complete SEO Bootcamp 2025,https://www.udemy.com/course/the-complete-seo-bootcamp/,4.4,"-2,795",1 total hour,GlitchyBot Academy,marketing,search-engine-optimization
SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,https://www.udemy.com/course/seo-for-wordpress-tutorial-videos/,4.4,"-2,476",10 total hours,Kent Mauresmo,marketing,search-engine-optimization
Complete SEO Training 2022 | Rank in Google with SEO 2022,https://www.udemy.com/course/complete-seo-training-2020-easy-seo-for-wordpress-websites/,4.7,"-2,137",9.5 total hours,"ABDUL VALI KHAN, Digital Civilization",marketing,search-engine-optimization
"SEO Training: Google SEO, Mobile SEO, Content, Wordpress SEO",https://www.udemy.com/course/google-seo-course/,4.7,"-2,135",4.5 total hours,"Phil Ebiner, Ryan Breitkreutz, Video School",marketing,search-engine-optimization
SEO Strategy 2025. SEO training to Unleash Career Potential!,https://www.udemy.com/course/seo-strategy/,4.4,"-2,108",13 total hours,"Anton Voroniuk, Anton Voroniuk Support, Agnese Repule, Artem Kolomiiets",marketing,search-engine-optimization
SEO 2026: How I Hit #1 on Google - Complete Wordpress SEO,https://www.udemy.com/course/seo-ultimate-guide/,4.2,"-1,882",5 total hours,"iMarket XL, Matt Jensen",marketing,search-engine-optimization
Google Business Profile SEO: Fast Google Maps Ranking,https://www.udemy.com/course/google-maps-2024/,4.6,"-1,834",4.5 total hours,Tricia Belmonte,marketing,search-engine-optimization
The Complete SEO Course From Beginner To Professional 2023,https://www.udemy.com/course/complete-pro-seo-course/,4.5,"-1,664",16 total hours,Mark Williams-Cook,marketing,search-engine-optimization
YouTube Masterclass: Your 2025 Guide to YouTube Success,https://www.udemy.com/course/youtube-masterclass/,4.6,"-12,099",9 total hours,"Phil Ebiner, Video School",marketing,branding
Business Branding: The Complete Course Part 1 - Strategy,https://www.udemy.com/course/business-branding-complete-course/,4.7,"-6,685",3 total hours,Steve Houraghan,marketing,branding
Intro to Branding,https://www.udemy.com/course/branding101/,4.4,"-3,340",1 total hour,Everett Bowes,marketing,branding
Business Branding With Personality: Build An Authentic Brand,https://www.udemy.com/course/branding-with-personality-how-to-build-a-human-brand/,4.7,"-2,871",3 total hours,Steve Houraghan,marketing,branding
Business Branding: The Complete Course Part 2 - Expression,https://www.udemy.com/course/business-branding-complete-course-2/,4.8,"-2,242",4 total hours,Steve Houraghan,marketing,branding
Branding & Marketing for Startups: Learn How To Stand Out,https://www.udemy.com/course/branding-course-online-how-to-build-outstanding-brand/,4.3,"-1,652",2 total hours,Mac Piechota,marketing,branding
Branding & Brand Management with Dekker: Branding Strategy+,https://www.udemy.com/course/mini-mba-in-branding/,4.2,"-1,646",12 total hours,"Dekker Fraser, MBA, Neelisha Singhal",marketing,branding
The Climb: 6 Steps to a Powerful Personal Brand,https://www.udemy.com/course/the-climb/,4.6,"-1,202",2.5 total hours,Dwayne K. Sutton,marketing,branding
Customer Experience Certification Workshop,https://www.udemy.com/course/ccxp-icm/,3.9,-899,3.5 total hours,Dr Osman Khan,marketing,branding
Personal Branding Master Course| Become THE Go-To Person,https://www.udemy.com/course/personal-branding-master-course-become-the-go-to-person/,4.7,-894,8 total hours,Ronny Hermosa,marketing,branding
YOUTUBE UNIVERSITY: How To Become A Full Time YouTuber!,https://www.udemy.com/course/youtubeuniversity/,4.6,-715,11.5 total hours,Breanna Rutter,marketing,branding
The Complete YouTube Course 2021: Become Famous on YouTube!,https://www.udemy.com/course/youtubesuccess/,4,-710,8.5 total hours,Suppoman ™,marketing,branding
Personal Branding Masterclass: The Complete Branding Course,https://www.udemy.com/course/personal-branding-masterclass-the-complete-branding-course/,4.1,-631,1 total hour,Phil Pallen Academy,marketing,branding
Professional Diploma in Branding & Brand Management,https://www.udemy.com/course/professional-diploma-in-branding-and-brand-management/,4.2,-477,2 total hours,"MTF Institute of Management, Technology and Finance",marketing,branding
Master the Basics: Small Business Branding Fundamentals,https://www.udemy.com/course/fundamental-of-branding-for-small-business/,4.5,-450,2 total hours,Nour Boustani,marketing,branding
Personal Branding System 3.0: UNIQUE Secret for YOUR Success,https://www.udemy.com/course/personal-branding-master-course/,4.1,-445,1.5 total hours,"Susmita Dutta, Ash Akshay Goel",marketing,branding
Business Fundamentals: Marketing Strategy,https://www.udemy.com/course/business-fundamentals-marketing-strategy/,4.5,"-11,148",2 total hours,365 Careers,marketing,marketing-fundamentals
Seth Godin on Presenting to Persuade,https://www.udemy.com/course/seth-godin-on-powerful-presentations/,4.6,"-9,890",1 total hour,Seth Godin,marketing,marketing-fundamentals
Marketing Fundamentals - Small Business Marketing Success,https://www.udemy.com/course/smart-marketing-for-small-business-owners/,4.3,"-6,465",2 total hours,Alexandra Krieger,marketing,marketing-fundamentals
How to Price Consumer Products (FMCG/CPG)?,https://www.udemy.com/course/pricing-strategy-for-consumer-products/,4.5,"-6,149",1 total hour,FMCG Academy,marketing,marketing-fundamentals
Modern Copywriting: Writing copy that sells in 2025,https://www.udemy.com/course/modern-copywriting-writing-copy-that-sells-in-2018/,4.5,"-5,564",7 total hours,Evan Kimbrell,marketing,marketing-fundamentals
Marketing Research: support your marketing decisions,https://www.udemy.com/course/marketing-research-for-profit/,4.5,"-3,305",11.5 total hours,Oxford Learning Lab,marketing,marketing-fundamentals
"UNFORGETTABLE EVENTS: Event Planning, Marketing & Management",https://www.udemy.com/course/event-marketing-how-to-create-a-successful-event-series/,4.5,"-3,054",7 total hours,Alex Genadinik,marketing,marketing-fundamentals
MBA Course: Marketing and Business Strategy,https://www.udemy.com/course/mba-course-marketing-strategy/,4.5,"-3,028",10 total hours,Navdeep Yadav,marketing,marketing-fundamentals
One Day Marketing for Digital Age,https://www.udemy.com/course/micro-mba-for-kidsmarketing-basics-with-erik-and-susan/,4.6,"-2,764",9 total hours,AnimateU Academy,marketing,marketing-fundamentals
Marketing Strategies of Consumer Brands (FMCG/CPG),https://www.udemy.com/course/marketing-strategy-consumer-brand-fmcg-cpg/,4.5,"-2,437",40 total mins,FMCG Academy,marketing,marketing-fundamentals
Customer Success | Understanding Your Customers,https://www.udemy.com/course/customer-success-understanding-your-customers/,4.5,"-1,908",2.5 total hours,Dr. Muhammad Tahir Jan,marketing,marketing-fundamentals
Build a Lucrative Copywriting Portfolio With Ease,https://www.udemy.com/course/build-an-awesome-copywriting-portfolio-from-scratch/,4.6,"-1,857",1 total hour,Tamsin Henderson,marketing,marketing-fundamentals
Marketing Strategy: Why are they not buying your product?,https://www.udemy.com/course/influencing-consumers-decisions-how-to-make-them-pick-you-jeannie-chan/,4.5,"-1,837",1 total hour,Jeannie Chan,marketing,marketing-fundamentals
How to Design a Signature Coaching or Consulting Program,https://www.udemy.com/course/how-to-design-a-signature-coaching-or-consulting-program/,4.7,"-1,764",2 total hours,Debbie LaChusa,marketing,marketing-fundamentals
Sales and Marketing For Online Businesses,https://www.udemy.com/course/sales-and-marketing-for-online-businesses/,4.3,"-1,607",3 total hours,Mike Burke,marketing,marketing-fundamentals
Digital Marketing Course 2025: Be a Digital Marketing Nomad,https://www.udemy.com/course/digital-marketing-course-beginners/,4.4,"-1,499",84.5 total hours,"Ing. Tomas Moravek, Learn Digital Advertising, Thomas Talavera Karslake, Hazel Owens",marketing,marketing-fundamentals
Google Analytics Certification - Get Certified & Earn More,https://www.udemy.com/course/google-analytics-certification/,4.5,"-17,585",2.5 total hours,Daragh Walsh,marketing,analytics-and-automation
SQL for NEWBS: Weekender Crash Course,https://www.udemy.com/course/sql-for-newbs/,4.3,"-15,592",3.5 total hours,"A Course You'll Actually Finish, David Kim, Peter Sefton",marketing,analytics-and-automation
Marketing Analytics: Stand Out by Becoming an Analytics Pro!,https://www.udemy.com/course/learn-marketing-analytics/,4.4,"-8,483",5 total hours,Corey @ Wisdify,marketing,analytics-and-automation
A/B Testing and Experimentation for Beginners,https://www.udemy.com/course/ab-testing-and-experimentation-for-websites-and-marketing/,4.4,"-5,489",1 total hour,Anil Batra,marketing,analytics-and-automation
Google Tag Manager (GTM) Training Course - From Zero to Hero,https://www.udemy.com/course/learn-google-tag-manager/,4.5,"-3,824",3.5 total hours,Anil Batra,marketing,analytics-and-automation
The Complete Google Analytics 4 Training for Beginners 2025,https://www.udemy.com/course/google-analytics-guide/,4.6,"-3,429",2 total hours,Robin & Jesper,marketing,analytics-and-automation
Google Analytics 4 for Beginners - New Google Analytics GA4,https://www.udemy.com/course/google-analytics-4/,4.3,"-3,018",2 total hours,Anil Batra,marketing,analytics-and-automation
Marketing Analytics: Forecasting Models with Excel,https://www.udemy.com/course/marketing-analytics-forecasting-models-with-excel/,4.5,"-2,101",6.5 total hours,Start-Tech Academy,marketing,analytics-and-automation
Implement Adobe Analytics - The Ultimate Student Guide,https://www.udemy.com/course/adobe-analytics-implementation-guide/,3.9,"-1,915",4 total hours,Jasvinder Singh Bhatia,marketing,analytics-and-automation
Master Google Analytics 4 Reports and GTM Basics in 2024,https://www.udemy.com/course/google-analytics-4-with-tag-manager/,4.4,"-1,813",12.5 total hours,Rudranil Chakrabortty,marketing,analytics-and-automation
Marketing Analytics & Retail Business Management using Excel,https://www.udemy.com/course/marketing-analytics-marketing-strategy-models-in-excel/,4.5,"-1,583",8 total hours,Start-Tech Academy,marketing,analytics-and-automation
HubSpot for Beginners - HubSpot basics in less than 4 hours!,https://www.udemy.com/course/hubspot-for-beginners-by-thalita-milan/,4.6,"-1,524",4 total hours,Thalita Milan | Marketing Automation & HubSpot expert,marketing,analytics-and-automation
Marketing Analytics: Pricing Strategies and Price Analytics,https://www.udemy.com/course/marketing-analytics-pricing-strategies-and-price-analytics/,4.3,"-1,434",3.5 total hours,Start-Tech Academy,marketing,analytics-and-automation
Marketing Analytics Mastery: From Strategy to Application,https://www.udemy.com/course/marketing-analytics-masterclass/,4.5,"-1,276",18.5 total hours,Stephen Tracy,marketing,analytics-and-automation
Google Analytics 4 (GA4): Become a Web Analytics Specialist!,https://www.udemy.com/course/google-analytics-ga4-gtm-for-beginners/,4,-975,11 total hours,"Anton Voroniuk, Anton Voroniuk Support, Hanna Ivanova",marketing,analytics-and-automation
Advanced Google Analytics 4 Implementation with Tag Manager,https://www.udemy.com/course/advanced-google-analytics-4/,4.3,-951,16.5 total hours,Rudranil Chakrabortty,marketing,analytics-and-automation
Public Relations: Media Crisis Communications,https://www.udemy.com/course/crisis-communications-how-to-survive-a-crisis-in-the-media/,4.4,"-3,231",2 total hours,"TJ Walker, Media Training Worldwide Digital",marketing,public-relations
The Ultimate Public Relations Masterclass,https://www.udemy.com/course/the-ultimate-public-relations-masterclass/,4.5,"-3,230",3 total hours,"Heather Baker, MBA",marketing,public-relations
Presentation Skills: Give a Great New Business Pitch,https://www.udemy.com/course/how-to-give-a-new-business-pitch-presentation/,4.3,"-1,884",1.5 total hours,"TJ Walker, Media Training Worldwide Digital",marketing,public-relations
Modern PR: How To Get Press Coverage For Your Business,https://www.udemy.com/course/pr-secrets/,4.7,"-1,535",1 total hour,"Brad Merrill, mDash Courses",marketing,public-relations
"Press Coverage, Publicity & Public Relations For Branding",https://www.udemy.com/course/how-to-get-publicity-and-press-coverage-for-your-business/,4.6,-547,6 total hours,Alex Genadinik,marketing,public-relations
Professional Diploma in Public Relations and PR Management,https://www.udemy.com/course/professional-diploma-in-public-relations-and-pr-management/,4.3,-377,2.5 total hours,"MTF Institute of Management, Technology and Finance",marketing,public-relations
Certificate in Public Relations and Communication Management,https://www.udemy.com/course/certificate-in-public-relations-and-communication-management/,4.2,-317,3 total hours,"MTF Institute of Management, Technology and Finance",marketing,public-relations
Media Training Public Speaking Training for Candidates,https://www.udemy.com/course/political-candidate-media-and-public-speaking-training/,4.3,-294,4.5 total hours,"TJ Walker, Media Training Worldwide Digital",marketing,public-relations
How To Write a Feature Article Story About Someone,https://www.udemy.com/course/how-to-write-a-feature-article-story/,4.2,-234,1 total hour,Jewel & Auret,marketing,public-relations
PowerPoint Presentations: Deliver a Non-Boring Presentation,https://www.udemy.com/course/how-to-deliver-a-powerpoint-presentation/,4.4,-229,1 total hour,"TJ Walker, Media Training Worldwide Digital",marketing,public-relations
Public Relations for Startups | Dekker Fraser,https://www.udemy.com/course/public-relations-startups/,4.8,-220,8 total hours,"Dekker Fraser, MBA, Jyra Galosmo, Neelisha Singhal",marketing,public-relations
TOP RATED - Public Relations - Publicist PR Masterclass,https://www.udemy.com/course/public-relations-pr-school/,4.6,-213,2 total hours,Nia PR,marketing,public-relations
Startup PR: Getting Press on a Tight Budget,https://www.udemy.com/course/startuppr/,4.2,-178,1 total hour,Erica Swallow,marketing,public-relations
Media and communication training. All bases covered.,https://www.udemy.com/course/media-training-starter-series/,4.4,-178,6 total hours,Mark Aiston,marketing,public-relations
Public Relations Master Professional Certificate,https://www.udemy.com/course/public-relations-fundamentals-masterclass-2020-course/,4.6,-165,2 total hours,"David Swinfen, Felix Richmond",marketing,public-relations
Copywriting Public Relations - master PR publicity skills,https://www.udemy.com/course/pr-for-start-ups/,4.3,-157,3.5 total hours,"Len Smith, Sean Kaye",marketing,public-relations
Ultimate 2025 Google Ads Training: Profit with Pay Per Click,https://www.udemy.com/course/the-ultimate-google-adwords-training-course/,4.6,"-53,203",35.5 total hours,Isaac Rudansky,marketing,advertising
Google Ads For Beginners 2025 - Step By Step Process,https://www.udemy.com/course/google-ads-for-beginners/,4.7,"-5,748",8.5 total hours,"Joshua George, ClickSlice Ltd",marketing,advertising
Google Ads for Beginners,https://www.udemy.com/course/learn-google-adwords-course-for-beginners/,4.5,"-4,867",3.5 total hours,Corey Rabazinski,marketing,advertising
How Retargeting Works–The Complete Guide To Retargeting Ads!,https://www.udemy.com/course/how-retargeting-works/,4.6,"-4,352",8.5 total hours,Isaac Rudansky,marketing,advertising
The Complete Mailchimp Email Marketing Course for 2025,https://www.udemy.com/course/mailchimp-email-marketing/,4.4,"-4,049",4.5 total hours,COURSE ENVY,marketing,advertising
The Complete Google Ads Masterclass 2025,https://www.udemy.com/course/google-ads-masterclass/,4.7,"-3,628",11.5 total hours,Robin & Jesper,marketing,advertising
2024 Google Ads Success Course: Achieve Real Results,https://www.udemy.com/course/google-adwords-search-2018/,4.6,"-2,884",9 total hours,Simon Koss,marketing,advertising
The Complete Facebook Ads & Marketing Course 2021,https://www.udemy.com/course/facebook-advertising/,4.3,"-2,701",11.5 total hours,Suppoman ™,marketing,advertising
Complete Programmatic Advertising Course With Tool - 2025,https://www.udemy.com/course/programmatic-advertising-master-course/,4.5,"-2,647",5 total hours,Alex Vasileiadis,marketing,advertising
Google Ads Masterclass (AdWords): Grow with Google Ads,https://www.udemy.com/course/google-ads-course/,4.5,"-2,605",12 total hours,"Diego Davila • 1.000.000+ Students, Phil Ebiner, Video School, Backyard Courses",marketing,advertising
Google AdWords Certification - Become Certified & Earn More!,https://www.udemy.com/course/google-ads-certification/,4.4,"-2,346",1.5 total hours,Daragh Walsh,marketing,advertising
The Ultimate Copywriting Course - Write Copy That Sells 2025,https://www.udemy.com/course/ultimate-copywriting-training-course/,4.7,"-2,231",6 total hours,"Joshua George, ClickSlice Ltd",marketing,advertising
